meter_id,customer_account,read_timestamp,usage_gallons,status,alert_type,latitude,longitude,days_since_read
MD-14327,CUST-2327,2026-02-17 23:59:32.128563,222.0,Success,,39.2272143979998,-77.04499999439423,30
MD-10481,CUST-1481,2026-02-18 00:16:03.128563,73.6,Failed,Constant,39.13295605826367,-77.16887813692061,30
MD-10152,CUST-1152,2026-02-18 00:27:39.128563,95.6,Success,,39.45666635309116,-76.70656157652914,30
MD-13138,CUST-1138,2026-02-18 00:34:56.128563,187.9,Success,,39.23430941861064,-77.04034983983662,30
MD-13610,CUST-1610,2026-02-18 00:35:27.128563,152.7,Success,,39.029513394139215,-77.06023605729409,30
MD-13158,CUST-1158,2026-02-18 01:03:37.128563,256.3,Success,,39.4294042661132,-76.99825626235975,30
MD-10932,CUST-1932,2026-02-18 01:08:08.128563,34.2,Success,,39.366385650552985,-77.04039448205637,30
MD-14911,CUST-1411,2026-02-18 01:11:35.128563,256.0,Success,,39.40354031705677,-77.1095629808893,30
MD-13682,CUST-1682,2026-02-18 01:17:14.128563,164.3,Success,,39.11565120624763,-76.90046424483238,30
MD-13398,CUST-1398,2026-02-18 01:29:53.128563,331.7,Success,,39.32486068596591,-77.00355385208441,30
MD-11733,CUST-1233,2026-02-18 01:37:02.128563,125.7,Success,,39.40466464282012,-76.7493956320792,30
MD-10453,CUST-1453,2026-02-18 01:45:54.128563,190.3,Success,,39.38494217733906,-76.72226450475242,30
MD-13651,CUST-1651,2026-02-18 01:53:21.128563,194.1,Success,,39.46141394326959,-76.80511725610268,30
MD-10262,CUST-1262,2026-02-18 02:18:21.128563,0.0,Failed,Zero,39.12904288287904,-76.87931659038735,30
MD-14349,CUST-2349,2026-02-18 02:21:15.128563,105.1,Success,,39.473386312711376,-76.93847933269257,30
MD-13108,CUST-1108,2026-02-18 02:40:33.128563,186.0,Success,,39.209218737216986,-77.0824148804377,30
MD-10988,CUST-1988,2026-02-18 02:47:00.128563,132.3,Success,,39.12058441967474,-76.94792575513584,30
MD-13337,CUST-1337,2026-02-18 02:47:14.128563,138.1,Success,,39.47503973579979,-76.9011589359861,30
MD-10844,CUST-1844,2026-02-18 02:54:43.128563,163.3,Success,,39.166753206461614,-76.71235023067506,30
MD-14198,CUST-2198,2026-02-18 02:59:05.128563,0.0,Success,,39.15810687038935,-76.98816179519108,30
MD-11243,CUST-2243,2026-02-18 03:05:54.128563,68.8,Success,,39.06064589542304,-76.83448212083584,30
MD-12379,CUST-1879,2026-02-18 03:18:28.128563,170.8,Success,,39.12691231064654,-76.84335913880888,30
MD-10137,CUST-1137,2026-02-18 03:34:32.128563,124.2,Failed,Zero,39.25984566155208,-77.01100594189502,30
MD-12413,CUST-1913,2026-02-18 03:50:29.128563,76.6,Success,,39.12775037136258,-76.82132910966372,30
MD-10364,CUST-1364,2026-02-18 03:55:32.128563,205.2,Success,,39.07915789545228,-76.77422444147533,30
MD-13746,CUST-1746,2026-02-18 04:14:24.128563,0.0,Success,,39.23023330483167,-77.0793884374453,30
MD-14104,CUST-2104,2026-02-18 04:35:57.128563,145.0,Success,,39.517383141946006,-77.10419832124073,30
MD-14384,CUST-2384,2026-02-18 04:50:54.128563,101.4,Success,,39.24104712325499,-76.77899224014075,30
MD-12938,CUST-2438,2026-02-18 04:58:45.128563,18.8,Success,,39.11576066177568,-77.00172700651319,30
MD-14094,CUST-2094,2026-02-18 05:14:04.128563,248.8,Success,,39.36903069931714,-76.74337788710818,30
MD-14077,CUST-2077,2026-02-18 05:17:10.128563,0.0,Success,,39.18442363152243,-76.94932855978762,30
MD-14704,CUST-1204,2026-02-18 05:25:27.128563,196.2,Success,,39.06575872220108,-76.84651591004368,30
MD-14647,CUST-1147,2026-02-18 05:39:17.128563,147.2,Success,,39.38624427502635,-76.81533774804817,30
MD-12232,CUST-1732,2026-02-18 05:49:53.128563,0.0,Success,,39.5719529134325,-76.87387174111323,30
MD-12731,CUST-2231,2026-02-18 05:50:51.128563,284.8,Success,,39.1947311436195,-77.10563007715075,30
MD-11702,CUST-1202,2026-02-18 05:54:46.128563,200.8,Success,,39.38066396470101,-76.83148704710483,30
MD-14993,CUST-1493,2026-02-18 05:57:31.128563,195.3,Success,,39.56248031268825,-76.74716018231152,30
MD-14938,CUST-1438,2026-02-18 06:10:01.128563,228.6,Success,,39.47390874509121,-76.87403347026213,30
MD-10521,CUST-1521,2026-02-18 06:15:17.128563,193.5,Success,,39.21407775339296,-77.18281848539158,30
MD-14506,CUST-1006,2026-02-18 06:22:18.128563,205.2,Success,,39.19385324837673,-77.05160192975993,30
MD-10586,CUST-1586,2026-02-18 06:39:50.128563,113.3,Success,,39.05906252940059,-76.83283829589074,30
MD-14613,CUST-1113,2026-02-18 06:40:02.128563,109.0,Failed,Comm_Failure,39.463193442152814,-77.05553908409208,30
MD-11379,CUST-2379,2026-02-18 06:54:30.128563,296.1,Failed,Comm_Failure,39.067618716263,-77.02434222737341,30
MD-13390,CUST-1390,2026-02-18 07:13:31.128563,23.8,Success,,39.34789964476012,-77.13675452033988,30
MD-12593,CUST-2093,2026-02-18 07:13:56.128563,154.6,Failed,Zero,39.35486995886581,-76.89157507436204,30
MD-10027,CUST-1027,2026-02-18 07:21:58.128563,180.1,Success,,39.22308179476472,-77.01267345417337,30
MD-14815,CUST-1315,2026-02-18 07:28:53.128563,130.2,Success,,39.33471230947812,-76.73576567380242,30
MD-12610,CUST-2110,2026-02-18 07:29:55.128563,202.1,Success,,39.04686581325069,-77.1715804694601,30
MD-12793,CUST-2293,2026-02-18 07:40:45.128563,75.9,Failed,Zero,39.16799252967246,-77.05184897744036,30
MD-12298,CUST-1798,2026-02-18 07:45:08.128563,202.0,Success,,39.39686450307047,-77.05265500728032,30
MD-14939,CUST-1439,2026-02-18 08:04:59.128563,38.0,Success,,39.10298101044923,-77.18695835665764,30
MD-10198,CUST-1198,2026-02-18 08:10:21.128563,154.7,Success,,39.23577528398201,-76.99532851808553,30
MD-14944,CUST-1444,2026-02-18 08:10:35.128563,289.9,Success,,39.17499191123682,-77.06189091574453,30
MD-14578,CUST-1078,2026-02-18 08:20:07.128563,104.7,Success,,39.50178592500941,-76.95187001097908,30
MD-13979,CUST-1979,2026-02-18 08:21:18.128563,66.0,Success,,39.50290555241144,-77.19819788005586,30
MD-11431,CUST-2431,2026-02-18 08:45:02.128563,215.3,Success,,39.5611501886366,-76.81586202610025,30
MD-11440,CUST-2440,2026-02-18 08:48:02.128563,203.0,Success,,39.106964884993225,-76.78297886603667,30
MD-10339,CUST-1339,2026-02-18 08:54:33.128563,104.9,Success,,39.13188042717715,-76.98837042861709,30
MD-13375,CUST-1375,2026-02-18 09:04:46.128563,68.1,Success,,39.03155488274441,-77.13928893883437,30
MD-13168,CUST-1168,2026-02-18 09:11:17.128563,142.3,Success,,39.01970125745033,-77.02120023715678,30
MD-11113,CUST-2113,2026-02-18 09:13:46.128563,189.7,Success,,39.18503675517909,-76.98841358023662,30
MD-12056,CUST-1556,2026-02-18 09:19:19.128563,111.9,Failed,Tamper,39.13868420520591,-77.08804593422944,30
MD-13961,CUST-1961,2026-02-18 09:39:20.128563,301.2,Success,,39.13112907691234,-76.93032279199656,30
MD-13190,CUST-1190,2026-02-18 09:40:06.128563,117.2,Success,,39.23991521708233,-76.89647100374715,30
MD-14546,CUST-1046,2026-02-18 10:03:06.128563,142.0,Success,,39.18845427314015,-76.81918651360536,30
MD-13956,CUST-1956,2026-02-18 10:09:41.128563,142.6,Success,,39.4185808936996,-76.94080090460602,30
MD-12599,CUST-2099,2026-02-18 10:26:43.128563,110.6,Success,,39.11007855238131,-76.81951321773418,30
MD-12257,CUST-1757,2026-02-18 10:35:30.128563,116.3,Success,,39.52751095066746,-76.80316750948211,30
MD-13167,CUST-1167,2026-02-18 10:36:53.128563,162.6,Failed,Tamper,39.31446692473617,-77.007298440741,30
MD-14164,CUST-2164,2026-02-18 10:38:07.128563,115.4,Success,,39.57636048600752,-76.9835264394023,30
MD-10318,CUST-1318,2026-02-18 10:38:52.128563,175.9,Success,,39.53381623519654,-76.7643213293839,30
MD-11085,CUST-2085,2026-02-18 10:44:36.128563,184.4,Success,,39.260652082871,-77.11065352385684,30
MD-12652,CUST-2152,2026-02-18 10:48:17.128563,190.9,Success,,39.07157974836109,-76.98503012610745,30
MD-13002,CUST-1002,2026-02-18 10:57:36.128563,116.9,Success,,39.2234801686954,-76.91184559005548,30
MD-13396,CUST-1396,2026-02-18 10:58:24.128563,190.4,Success,,39.0963346864579,-76.95129431025428,30
MD-10373,CUST-1373,2026-02-18 11:03:38.128563,226.7,Success,,39.359407582268766,-76.95937827231158,30
MD-14226,CUST-2226,2026-02-18 11:03:49.128563,299.5,Success,,39.478827949702094,-76.9293355703651,30
MD-10726,CUST-1726,2026-02-18 11:37:17.128563,151.5,Success,,39.34722038861535,-76.75264906948792,30
MD-12869,CUST-2369,2026-02-18 12:05:01.128563,248.3,Success,,39.38563029284734,-76.81889961353696,30
MD-14759,CUST-1259,2026-02-18 12:08:05.128563,207.8,Success,,39.587881897862495,-77.19500311257072,30
MD-14641,CUST-1141,2026-02-18 12:47:08.128563,160.3,Success,,39.50098444401893,-76.75001674010191,30
MD-13300,CUST-1300,2026-02-18 13:01:08.128563,177.1,Failed,Constant,39.16392210363014,-77.10360478209044,30
MD-13674,CUST-1674,2026-02-18 13:04:17.128563,144.8,Success,,39.04053290607341,-76.99276163629622,30
MD-12308,CUST-1808,2026-02-18 13:07:05.128563,192.8,Success,,39.38636538320155,-76.78431185814281,30
MD-10127,CUST-1127,2026-02-18 13:10:15.128563,104.7,Success,,39.20182122713023,-76.85132096658312,30
MD-14290,CUST-2290,2026-02-18 13:21:43.128563,190.7,Success,,39.36523828955091,-76.73451354287857,30
MD-12614,CUST-2114,2026-02-18 13:36:07.128563,197.9,Success,,39.59861773119673,-76.7145762992575,30
MD-13488,CUST-1488,2026-02-18 13:43:31.128563,76.0,Success,,39.23606889193418,-76.96629474987127,30
MD-13239,CUST-1239,2026-02-18 13:51:13.128563,225.0,Success,,39.20117299024768,-77.10348062935311,30
MD-10792,CUST-1792,2026-02-18 14:05:05.128563,171.7,Success,,39.40215821209656,-76.99495515836942,30
MD-13339,CUST-1339,2026-02-18 14:06:40.128563,293.7,Success,,39.02202478968277,-76.98587464987006,30
MD-12756,CUST-2256,2026-02-18 14:10:21.128563,165.6,Success,,39.25208073250986,-77.13102449476582,30
MD-14272,CUST-2272,2026-02-18 14:11:43.128563,41.3,Success,,39.40858675752706,-76.78515714422181,30
MD-13837,CUST-1837,2026-02-18 14:11:58.128563,180.4,Success,,39.183094998322375,-77.12520514854332,30
MD-10683,CUST-1683,2026-02-18 14:32:07.128563,189.1,Success,,39.04248882083146,-76.83299787272816,30
MD-13298,CUST-1298,2026-02-18 14:33:01.128563,57.7,Success,,39.36157975277138,-76.99651390254445,30
MD-14199,CUST-2199,2026-02-18 14:38:55.128563,195.7,Success,,39.54138478406526,-76.8680550821612,30
MD-14440,CUST-2440,2026-02-18 14:40:24.128563,41.4,Success,,39.55009397521405,-77.01682590764567,30
MD-14477,CUST-2477,2026-02-18 14:54:01.128563,210.5,Success,,39.42921192750013,-77.01714973490246,30
MD-10957,CUST-1957,2026-02-18 15:43:35.128563,186.5,Success,,39.28188124541861,-76.75841201469284,30
MD-13254,CUST-1254,2026-02-18 15:51:54.128563,179.4,Success,,39.44031839039639,-76.8239778315587,30
MD-11161,CUST-2161,2026-02-18 16:00:40.128563,333.3,Success,,39.325257905519,-76.8976451030563,30
MD-14099,CUST-2099,2026-02-18 16:11:44.128563,155.8,Success,,39.03621950610904,-76.89524920180472,30
MD-12279,CUST-1779,2026-02-18 16:12:14.128563,187.0,Failed,Tamper,39.44803296101044,-76.89704552839335,30
MD-10781,CUST-1781,2026-02-18 16:16:43.128563,43.2,Success,,39.48123753558648,-77.05464757204781,30
MD-10250,CUST-1250,2026-02-18 16:59:19.128563,49.1,Success,,39.24852033258279,-77.11854194761736,30
MD-11253,CUST-2253,2026-02-18 17:06:29.128563,179.9,Success,,39.43010232404034,-76.8792562645972,30
MD-12525,CUST-2025,2026-02-18 17:39:35.128563,188.6,Success,,39.178270294876704,-76.91031819133673,30
MD-11028,CUST-2028,2026-02-18 17:40:33.128563,199.1,Success,,39.36521325631759,-76.80252453358766,30
MD-12432,CUST-1932,2026-02-18 18:01:24.128563,148.1,Success,,39.45525825042112,-76.84966382757692,30
MD-12675,CUST-2175,2026-02-18 18:02:15.128563,0.0,Success,,39.547042624966416,-76.83936585325729,30
MD-12609,CUST-2109,2026-02-18 18:07:24.128563,252.0,Success,,39.55057991455303,-76.7072976082597,30
MD-11258,CUST-2258,2026-02-18 18:10:51.128563,93.6,Success,,39.04519285930044,-76.80878029525057,30
MD-12559,CUST-2059,2026-02-18 18:41:32.128563,223.9,Success,,39.41792341343274,-76.86637017700883,30
MD-11756,CUST-1256,2026-02-18 18:43:05.128563,139.0,Success,,39.10190365998075,-77.13609707860239,30
MD-13133,CUST-1133,2026-02-18 18:45:49.128563,269.6,Success,,39.12892270430948,-76.99732419318724,30
MD-11726,CUST-1226,2026-02-18 18:56:35.128563,107.1,Failed,Tamper,39.11659581232426,-76.76540856800975,30
MD-14890,CUST-1390,2026-02-18 19:05:29.128563,84.2,Success,,39.08627110380972,-76.97459029427067,30
MD-12122,CUST-1622,2026-02-18 19:10:41.128563,148.5,Failed,Constant,39.594339127654045,-76.9656244697828,30
MD-13251,CUST-1251,2026-02-18 19:14:21.128563,173.9,Success,,39.108461951580544,-76.74823438704361,30
MD-12615,CUST-2115,2026-02-18 19:16:55.128563,203.5,Success,,39.4520328689519,-77.13517479975444,30
MD-14609,CUST-1109,2026-02-18 19:28:26.128563,82.9,Success,,39.32774878056173,-77.06411061289585,29
MD-12620,CUST-2120,2026-02-18 19:46:02.128563,206.4,Success,,39.047858055270645,-76.9853525410695,29
MD-10738,CUST-1738,2026-02-18 19:53:04.128563,283.2,Success,,39.242587458731855,-76.9148759375263,29
MD-14320,CUST-2320,2026-02-18 20:29:50.128563,148.4,Success,,39.237175498770405,-77.1306992509509,29
MD-14103,CUST-2103,2026-02-18 20:40:06.128563,220.9,Success,,39.01375294388978,-77.17342520391352,29
MD-11604,CUST-1104,2026-02-18 21:02:05.128563,111.4,Success,,39.1695753635709,-76.8777847532427,29
MD-14862,CUST-1362,2026-02-18 21:29:19.128563,95.0,Success,,39.37904170609405,-76.83867483266923,29
MD-14731,CUST-1231,2026-02-18 21:30:02.128563,146.0,Success,,39.12197373326158,-77.02409104228994,29
MD-11455,CUST-2455,2026-02-18 21:37:48.128563,9.1,Success,,39.104614024590525,-76.96643845365344,29
MD-12148,CUST-1648,2026-02-18 21:51:30.128563,141.7,Success,,39.4685599078743,-76.93132720579351,29
MD-11704,CUST-1204,2026-02-18 21:56:09.128563,182.8,Failed,Constant,39.25661574546972,-76.92644244583569,29
MD-14133,CUST-2133,2026-02-18 22:04:35.128563,251.8,Success,,39.50186753775577,-77.13218139923968,29
MD-10632,CUST-1632,2026-02-18 22:22:40.128563,137.4,Success,,39.15464403678691,-76.8280559279407,29
MD-10156,CUST-1156,2026-02-18 22:29:12.128563,299.3,Success,,39.24942214697096,-77.00243755761272,29
MD-13546,CUST-1546,2026-02-18 22:32:55.128563,205.0,Success,,39.347532713742666,-76.83457411340727,29
MD-10582,CUST-1582,2026-02-18 22:33:03.128563,200.6,Success,,39.14681171287396,-76.72117176280565,29
MD-14152,CUST-2152,2026-02-18 22:47:43.128563,156.9,Success,,39.20596029424344,-76.8075019133039,29
MD-13607,CUST-1607,2026-02-18 23:00:45.128563,236.6,Success,,39.20703052159323,-76.7885248399889,29
MD-13955,CUST-1955,2026-02-18 23:09:26.128563,101.1,Success,,39.49979864534365,-76.79304194671695,29
MD-13703,CUST-1703,2026-02-18 23:11:14.128563,83.0,Success,,39.248908781885895,-77.17737084306472,29
MD-13877,CUST-1877,2026-02-18 23:22:03.128563,169.4,Success,,39.03489067233984,-77.02727819526974,29
MD-11749,CUST-1249,2026-02-18 23:29:09.128563,230.1,Success,,39.0024608702581,-76.9747014354482,29
MD-10642,CUST-1642,2026-02-18 23:32:20.128563,129.2,Success,,39.28072194818036,-77.15025029287169,29
MD-10896,CUST-1896,2026-02-18 23:57:53.128563,136.6,Success,,39.06678859288653,-76.83564537576233,29
MD-11467,CUST-2467,2026-02-19 00:05:39.128563,181.6,Success,,39.03169478669048,-77.08683086078126,29
MD-10192,CUST-1192,2026-02-19 00:18:05.128563,167.1,Success,,39.33330538703729,-77.1457593712168,29
MD-11227,CUST-2227,2026-02-19 00:40:40.128563,138.2,Success,,39.54131647102961,-77.15577212965724,29
MD-12376,CUST-1876,2026-02-19 01:09:32.128563,121.2,Success,,39.47119901468327,-76.71630700616815,29
MD-13500,CUST-1500,2026-02-19 01:11:37.128563,244.5,Success,,39.25064171670694,-76.94455699588767,29
MD-13619,CUST-1619,2026-02-19 01:19:30.128563,221.6,Success,,39.42938354164018,-76.70175556691159,29
MD-14138,CUST-2138,2026-02-19 01:19:31.128563,221.3,Success,,39.30514675312123,-76.98088625272545,29
MD-11110,CUST-2110,2026-02-19 01:21:22.128563,134.7,Success,,39.3047172225696,-77.13018080038505,29
MD-14842,CUST-1342,2026-02-19 01:56:46.128563,204.8,Success,,39.3382904883451,-76.9939134765952,29
MD-12912,CUST-2412,2026-02-19 02:06:29.128563,91.5,Success,,39.25521316459721,-76.72336180461063,29
MD-12414,CUST-1914,2026-02-19 02:16:59.128563,231.4,Success,,39.04726924260235,-77.17469457962142,29
MD-12039,CUST-1539,2026-02-19 02:47:49.128563,8.5,Success,,39.34029872777752,-76.70548037912211,29
MD-10419,CUST-1419,2026-02-19 03:21:56.128563,155.4,Success,,39.304736525718766,-76.88307354955823,29
MD-14589,CUST-1089,2026-02-19 03:28:08.128563,63.6,Success,,39.52759299555904,-76.75625740664634,29
MD-13392,CUST-1392,2026-02-19 03:39:07.128563,144.1,Success,,39.55843547672724,-76.81616228348136,29
MD-10506,CUST-1506,2026-02-19 04:15:08.128563,102.6,Success,,39.53204063516755,-76.78768426600544,29
MD-12887,CUST-2387,2026-02-19 04:24:44.128563,261.1,Success,,39.31091096540587,-76.71901406511297,29
MD-14561,CUST-1061,2026-02-19 04:34:44.128563,287.5,Success,,39.53448713658828,-77.14706337221374,29
MD-10401,CUST-1401,2026-02-19 04:40:22.128563,102.0,Success,,39.38663769736912,-76.9272628836309,29
MD-10001,CUST-1001,2026-02-19 04:56:03.128563,138.9,Success,,39.10693985934695,-77.0250357331143,29
MD-11174,CUST-2174,2026-02-19 04:57:01.128563,89.7,Success,,39.192811383489136,-77.12998715526506,29
MD-14443,CUST-2443,2026-02-19 05:14:20.128563,204.4,Success,,39.59805755099185,-76.73142349683712,29
MD-14005,CUST-2005,2026-02-19 05:27:08.128563,197.4,Success,,39.23619804843339,-77.05912371082913,29
MD-10661,CUST-1661,2026-02-19 05:42:44.128563,106.3,Success,,39.18439510859265,-76.86940455013404,29
MD-13754,CUST-1754,2026-02-19 05:46:44.128563,94.6,Success,,39.13558703079311,-76.84654954916215,29
MD-11251,CUST-2251,2026-02-19 05:49:50.128563,216.7,Success,,39.45903805881934,-76.92049455370159,29
MD-10891,CUST-1891,2026-02-19 05:55:46.128563,190.6,Success,,39.04941179420206,-76.80093747599679,29
MD-11870,CUST-1370,2026-02-19 05:59:09.128563,61.5,Success,,39.37685008594286,-76.91406214176453,29
MD-13559,CUST-1559,2026-02-19 06:09:37.128563,46.1,Success,,39.04116059093709,-76.82765963678774,29
MD-11370,CUST-2370,2026-02-19 06:22:57.128563,136.2,Success,,39.1085838383868,-76.83212977505328,29
MD-12747,CUST-2247,2026-02-19 06:23:31.128563,57.9,Success,,39.12885563997748,-76.78556871341623,29
MD-11909,CUST-1409,2026-02-19 06:25:04.128563,161.4,Success,,39.40454193697692,-76.87014775892645,29
MD-10018,CUST-1018,2026-02-19 06:42:40.128563,77.4,Failed,Zero,39.479559579575984,-76.94237231794371,29
MD-12129,CUST-1629,2026-02-19 06:50:27.128563,207.5,Success,,39.34867343995744,-76.79479503363248,29
MD-11678,CUST-1178,2026-02-19 06:52:03.128563,229.9,Success,,39.57540425205866,-77.09597667286687,29
MD-13220,CUST-1220,2026-02-19 07:02:50.128563,66.0,Success,,39.29914153017813,-76.85288775540864,29
MD-12828,CUST-2328,2026-02-19 07:09:15.128563,226.1,Failed,Zero,39.297818623479785,-76.79894177641856,29
MD-10608,CUST-1608,2026-02-19 07:12:46.128563,7.7,Success,,39.55476751939978,-77.10679157239491,29
MD-10612,CUST-1612,2026-02-19 07:22:15.128563,172.4,Success,,39.32949341447414,-77.1605966509773,29
MD-13943,CUST-1943,2026-02-19 07:46:36.128563,0.0,Success,,39.57826058996539,-77.18635617467471,29
MD-10431,CUST-1431,2026-02-19 07:57:06.128563,0.0,Success,,39.031311034678055,-77.07965754538833,29
MD-11689,CUST-1189,2026-02-19 08:38:08.128563,129.3,Success,,39.00210651054639,-76.7565330351454,29
MD-13589,CUST-1589,2026-02-19 08:39:27.128563,118.3,Success,,39.1594070793017,-76.90332817140576,29
MD-11974,CUST-1474,2026-02-19 08:51:08.128563,148.5,Success,,39.1834556922861,-77.01830831450175,29
MD-10713,CUST-1713,2026-02-19 09:13:57.128563,181.9,Success,,39.09596448142016,-77.13146865201291,29
MD-14261,CUST-2261,2026-02-19 09:22:05.128563,127.1,Success,,39.50578344122914,-76.95258046609007,29
